h,h_label,r,t,t_label,tau_start,tau_end,l_h_lat,l_h_lon,l_t_lat,l_t_lon,vi_context,source
Nguyễn Thị Duệ,Nguyễn Thị Duệ,locatedIn,Thành phố Hải Phòng,Thành phố Hải Phòng,2014,2014,,,,,Chí Linh; Lịch sử; vùng Đồng bằng sông Hồng (trừ Hà Nội),Wikipedia-Heritage
Đền Cao An Phụ,Đền Cao An Phụ,locatedIn,Thành phố Hải Phòng,Thành phố Hải Phòng,1992,1992,,,,,Kinh Môn; Lịch sử văn hóa; vùng Đồng bằng sông Hồng (trừ Hà Nội),Wikipedia-Heritage
Động Kính Chủ,Động Kính Chủ,locatedIn,Thành phố Hải Phòng,Thành phố Hải Phòng,1962,1962,,,,,Kinh Môn; Lịch sử đặc biệt; vùng Đồng bằng sông Hồng (trừ Hà Nội),Wikipedia-Heritage
Chùa Dâu (Gia Lộc),Chùa Dâu (Gia Lộc),locatedIn,Thành phố Hải Phòng,Thành phố Hải Phòng,1992,1992,,,,,Gia Lộc; Lịch sử; vùng Đồng bằng sông Hồng (trừ Hà Nội),Wikipedia-Heritage
Đền Đươi,Đền Đươi,locatedIn,Thành phố Hải Phòng,Thành phố Hải Phòng,1992,1992,,,,,Gia Lộc; Lịch sử; vùng Đồng bằng sông Hồng (trừ Hà Nội),Wikipedia-Heritage
Miếu Chợ Cốc,Miếu Chợ Cốc,locatedIn,Thành phố Hải Phòng,Thành phố Hải Phòng,1991,1991,,,,,Gia Lộc; Lịch sử; vùng Đồng bằng sông Hồng (trừ Hà Nội),Wikipedia-Heritage
Đình Vô Lượng,Đình Vô Lượng,locatedIn,Thành phố Hải Phòng,Thành phố Hải Phòng,1998,1998,,,,,Gia Lộc; Lịch sử; vùng Đồng bằng sông Hồng (trừ Hà Nội),Wikipedia-Heritage
Đình Trình Xá,Đình Trình Xá,locatedIn,Thành phố Hải Phòng,Thành phố Hải Phòng,1999,1999,,,,,Gia Lộc; Lịch sử; vùng Đồng bằng sông Hồng (trừ Hà Nội),Wikipedia-Heritage
Chùa Muống,Chùa Muống,locatedIn,Thành phố Hải Phòng,Thành phố Hải Phòng,1992,1992,,,,,Kim Thành; Lịch sử; vùng Đồng bằng sông Hồng (trừ Hà Nội),Wikipedia-Heritage
Chùa Linh Quang,Chùa Linh Quang,locatedIn,Thành phố Hải Phòng,Thành phố Hải Phòng,2001,2001,,,,,Kim Thành; Văn hóa kiến trúc; vùng Đồng bằng sông Hồng (trừ Hà Nội),Wikipedia-Heritage
Đình Kiên Lao,Đình Kiên Lao,locatedIn,Thành phố Hải Phòng,Thành phố Hải Phòng,1995,1995,,,,,Kim Thành; Văn hóa kiến trúc; vùng Đồng bằng sông Hồng (trừ Hà Nội),Wikipedia-Heritage
Đình - chùa Dưỡng Thái,Đình - chùa Dưỡng Thái,locatedIn,Thành phố Hải Phòng,Thành phố Hải Phòng,1995,1995,,,,,Kim Thành; Lịch sử; vùng Đồng bằng sông Hồng (trừ Hà Nội),Wikipedia-Heritage
Chùa Trăm Gian Hải Dương,Chùa Trăm Gian Hải Dương,locatedIn,Thành phố Hải Phòng,Thành phố Hải Phòng,1990,1990,,,,,Nam Sách; Lịch sử; vùng Đồng bằng sông Hồng (trừ Hà Nội),Wikipedia-Heritage
"Mộ và Nhà thờ 3 Tiến sĩ Trần Thọ, Trần Cảnh, Trần Tiến (Họ Trần Điền Trì)","Mộ và Nhà thờ 3 Tiến sĩ Trần Thọ, Trần Cảnh, Trần Tiến (Họ Trần Điền Trì)",locatedIn,Thành phố Hải Phòng,Thành phố Hải Phòng,2020,2020,,,,,"Quốc Tuấn, Nam Sách; Lịch sử; vùng Đồng bằng sông Hồng (trừ Hà Nội)",Wikipedia-Heritage
Mạc Đĩnh Chi,Mạc Đĩnh Chi,locatedIn,Thành phố Hải Phòng,Thành phố Hải Phòng,1995,1995,,,,,Nam Sách; Lịch sử; vùng Đồng bằng sông Hồng (trừ Hà Nội),Wikipedia-Heritage
Gốm Chu Đậu-Mỹ Xá,Gốm Chu Đậu-Mỹ Xá,locatedIn,Thành phố Hải Phòng,Thành phố Hải Phòng,1992,1992,,,,,Nam Sách; Lịch sử; vùng Đồng bằng sông Hồng (trừ Hà Nội),Wikipedia-Heritage
Nghè Đồn,Nghè Đồn,locatedIn,Thành phố Hải Phòng,Thành phố Hải Phòng,1994,1994,,,,,Nam Sách; Lịch sử; vùng Đồng bằng sông Hồng (trừ Hà Nội),Wikipedia-Heritage
Chùa Trông,Chùa Trông,locatedIn,Thành phố Hải Phòng,Thành phố Hải Phòng,2002,2002,,,,,Ninh Giang; Lịch sử; vùng Đồng bằng sông Hồng (trừ Hà Nội),Wikipedia-Heritage
Đền Tranh (đền Quan Lớn Tuần Tranh),Đền Tranh (đền Quan Lớn Tuần Tranh),locatedIn,Thành phố Hải Phòng,Thành phố Hải Phòng,2009,2009,,,,,Ninh Giang; Lịch sử; vùng Đồng bằng sông Hồng (trừ Hà Nội),Wikipedia-Heritage
Khúc Thừa Dụ,Khúc Thừa Dụ,locatedIn,Thành phố Hải Phòng,Thành phố Hải Phòng,2014,2014,,,,,Ninh Giang; Lịch sử; vùng Đồng bằng sông Hồng (trừ Hà Nội),Wikipedia-Heritage
Đền Xưa - Chùa Giám - Đền Bia,Đền Xưa - Chùa Giám - Đền Bia,locatedIn,Thành phố Hải Phòng,Thành phố Hải Phòng,1994,1994,,,,,Cẩm Giàng; Lịch sử; vùng Đồng bằng sông Hồng (trừ Hà Nội),Wikipedia-Heritage
Văn Miếu Mao Điền,Văn Miếu Mao Điền,locatedIn,Thành phố Hải Phòng,Thành phố Hải Phòng,1992,1992,,,,,Cẩm Giàng; Lịch sử; vùng Đồng bằng sông Hồng (trừ Hà Nội),Wikipedia-Heritage
Đình Thiệu Mỹ,Đình Thiệu Mỹ,locatedIn,Thành phố Hải Phòng,Thành phố Hải Phòng,2004,2004,,,,,Thanh Hà; Lịch sử; vùng Đồng bằng sông Hồng (trừ Hà Nội),Wikipedia-Heritage
Đình Cao Xá,Đình Cao Xá,locatedIn,Thành phố Hải Phòng,Thành phố Hải Phòng,1994,1994,,,,,Bình Giang; Lịch sử; vùng Đồng bằng sông Hồng (trừ Hà Nội),Wikipedia-Heritage
Đình - chùa Châu Khê,Đình - chùa Châu Khê,locatedIn,Thành phố Hải Phòng,Thành phố Hải Phòng,1991,1991,,,,,Bình Giang; Lịch sử; vùng Đồng bằng sông Hồng (trừ Hà Nội),Wikipedia-Heritage
Đền Sượt,Đền Sượt,locatedIn,Thành phố Hải Phòng,Thành phố Hải Phòng,1993,1993,,,,,Hải Dương; Lịch sử; vùng Đồng bằng sông Hồng (trừ Hà Nội),Wikipedia-Heritage
Đinh Văn Tả,Đinh Văn Tả,locatedIn,Thành phố Hải Phòng,Thành phố Hải Phòng,1993,1993,,,,,Hải Dương; Lịch sử; vùng Đồng bằng sông Hồng (trừ Hà Nội),Wikipedia-Heritage
Đảo Cò Chi Lăng Nam,Đảo Cò Chi Lăng Nam,locatedIn,Thành phố Hải Phòng,Thành phố Hải Phòng,2014,2014,,,,,Thanh Miện; Danh thắng; vùng Đồng bằng sông Hồng (trừ Hà Nội),Wikipedia-Heritage
Phố Hiến,Phố Hiến,locatedIn,Hưng Yên,Hưng Yên,2014,2014,,,,,Hưng Yên; Lịch sử văn hóa đặc biệt; vùng Đồng bằng sông Hồng (trừ Hà Nội),Wikipedia-Heritage
Văn miếu Xích Đằng,Văn miếu Xích Đằng,locatedIn,Hưng Yên,Hưng Yên,1992,1992,,,,,Hưng Yên; Lịch sử văn hóa đặc biệt; vùng Đồng bằng sông Hồng (trừ Hà Nội),Wikipedia-Heritage
Chùa Thái Lạc,Chùa Thái Lạc,locatedIn,Hưng Yên,Hưng Yên,2018,2018,,,,,Văn Lâm; Kiến trúc nghệ thuật đăc biệt; vùng Đồng bằng sông Hồng (trừ Hà Nội),Wikipedia-Heritage
Đền Mây,Đền Mây,locatedIn,Hưng Yên,Hưng Yên,1992,1992,,,,,Hưng Yên; Lịch sử văn hóa; vùng Đồng bằng sông Hồng (trừ Hà Nội),Wikipedia-Heritage
Đền Kim Đằng,Đền Kim Đằng,locatedIn,Hưng Yên,Hưng Yên,2014,2014,,,,,Hưng Yên; Lịch sử văn hóa; vùng Đồng bằng sông Hồng (trừ Hà Nội),Wikipedia-Heritage
Chùa Chuông,Chùa Chuông,locatedIn,Hưng Yên,Hưng Yên,1992,1992,,,,,Hưng Yên; Lịch sử văn hóa; vùng Đồng bằng sông Hồng (trừ Hà Nội),Wikipedia-Heritage
Nguyễn Văn Linh,Nguyễn Văn Linh,locatedIn,Hưng Yên,Hưng Yên,2017,2017,,,,,Yên Mỹ; Lịch sử; vùng Đồng bằng sông Hồng (trừ Hà Nội),Wikipedia-Heritage
Đình An Vũ,Đình An Vũ,locatedIn,Hưng Yên,Hưng Yên,1999,1999,,,,,Hưng Yên; Lịch sử văn hóa; vùng Đồng bằng sông Hồng (trừ Hà Nội),Wikipedia-Heritage
Đền Nam Hoà,Đền Nam Hoà,locatedIn,Hưng Yên,Hưng Yên,2014,2014,,,,,Hưng Yên; Lịch sử văn hóa; vùng Đồng bằng sông Hồng (trừ Hà Nội),Wikipedia-Heritage
Đền Trần,Đền Trần,locatedIn,Hưng Yên,Hưng Yên,2014,2014,,,,,Hưng Yên; Lịch sử văn hóa; vùng Đồng bằng sông Hồng (trừ Hà Nội),Wikipedia-Heritage
Đền Mẫu,Đền Mẫu,locatedIn,Hưng Yên,Hưng Yên,2014,2014,,,,,Hưng Yên; Lịch sử văn hóa; vùng Đồng bằng sông Hồng (trừ Hà Nội),Wikipedia-Heritage
Chùa Phố,Chùa Phố,locatedIn,Hưng Yên,Hưng Yên,2014,2014,,,,,Hưng Yên; Lịch sử văn hóa; vùng Đồng bằng sông Hồng (trừ Hà Nội),Wikipedia-Heritage
Đền Thiên Hậu (Thiên Hậu cung),Đền Thiên Hậu (Thiên Hậu cung),locatedIn,Hưng Yên,Hưng Yên,2014,2014,,,,,Hưng Yên; Lịch sử văn hóa; vùng Đồng bằng sông Hồng (trừ Hà Nội),Wikipedia-Heritage
Võ Miếu,Võ Miếu,locatedIn,Hưng Yên,Hưng Yên,2014,2014,,,,,Hưng Yên; Lịch sử văn hóa; vùng Đồng bằng sông Hồng (trừ Hà Nội),Wikipedia-Heritage
Đền Bà Chúa Kho (Hưng Yên),Đền Bà Chúa Kho (Hưng Yên),locatedIn,Hưng Yên,Hưng Yên,2014,2014,,,,,Hưng Yên; Lịch sử văn hóa; vùng Đồng bằng sông Hồng (trừ Hà Nội),Wikipedia-Heritage
Đền Cửu Thiên Huyền Nữ (Đền Bắc Hòa),Đền Cửu Thiên Huyền Nữ (Đền Bắc Hòa),locatedIn,Hưng Yên,Hưng Yên,2014,2014,,,,,Hưng Yên; Lịch sử văn hóa; vùng Đồng bằng sông Hồng (trừ Hà Nội),Wikipedia-Heritage
Đông Đô Quảng Hội - Thiên Hậu cung,Đông Đô Quảng Hội - Thiên Hậu cung,locatedIn,Hưng Yên,Hưng Yên,2014,2014,,,,,Hưng Yên; Lịch sử văn hóa; vùng Đồng bằng sông Hồng (trừ Hà Nội),Wikipedia-Heritage
"Đình, chùa Hiến","Đình, chùa Hiến",locatedIn,Hưng Yên,Hưng Yên,2014,2014,,,,,Hưng Yên; Lịch sử văn hóa; vùng Đồng bằng sông Hồng (trừ Hà Nội),Wikipedia-Heritage
Chùa Nễ Châu (Thụy Ứng tự),Chùa Nễ Châu (Thụy Ứng tự),locatedIn,Hưng Yên,Hưng Yên,2014,2014,,,,,Hưng Yên; Lịch sử văn hóa; vùng Đồng bằng sông Hồng (trừ Hà Nội),Wikipedia-Heritage
Đình Đào Xá,Đình Đào Xá,locatedIn,Hưng Yên,Hưng Yên,2020,2020,,,,,Kim Động; Văn hóa kiến trúc; vùng Đồng bằng sông Hồng (trừ Hà Nội),Wikipedia-Heritage
"Đình, Miếu Tráng Vũ","Đình, Miếu Tráng Vũ",locatedIn,Hưng Yên,Hưng Yên,2020,2020,,,,,Yên Mỹ; Văn hóa kiến trúc; vùng Đồng bằng sông Hồng (trừ Hà Nội),Wikipedia-Heritage
Làng Nôm,Làng Nôm,locatedIn,Hưng Yên,Hưng Yên,2020,2020,,,,,Văn Lâm; Văn hóa kiến trúc; vùng Đồng bằng sông Hồng (trừ Hà Nội),Wikipedia-Heritage
Chùa Đoan Túc,Chùa Đoan Túc,locatedIn,Hưng Yên,Hưng Yên,1989,1989,,,,,"Tiền Phong, Tp. Thái Bình; Lịch sử văn hóa; vùng Đồng bằng sông Hồng (trừ Hà Nội)",Wikipedia-Heritage
Đình Tống Thỏ,Đình Tống Thỏ,locatedIn,Hưng Yên,Hưng Yên,,,,,,,"Đông Mỹ, Tp. Thái Bình; Lịch sử văn hóa; vùng Đồng bằng sông Hồng (trừ Hà Nội)",Wikipedia-Heritage
Miếu Bắc,Miếu Bắc,locatedIn,Hưng Yên,Hưng Yên,,,,,,,"Đông Sơn, Đông Hưng; Lịch sử văn hóa; vùng Đồng bằng sông Hồng (trừ Hà Nội)",Wikipedia-Heritage
"Đình, Miếu Hậu Trung, Miếu Hậu Thượng","Đình, Miếu Hậu Trung, Miếu Hậu Thượng",locatedIn,Hưng Yên,Hưng Yên,1989,1989,,,,,"Hồng Bạch, Đông Hưng; Lịch sử văn hóa; vùng Đồng bằng sông Hồng (trừ Hà Nội)",Wikipedia-Heritage
Chùa Thiên Quý,Chùa Thiên Quý,locatedIn,Hưng Yên,Hưng Yên,,,,,,,"Đông Xuân, Đông Hưng; Lịch sử văn hóa; vùng Đồng bằng sông Hồng (trừ Hà Nội)",Wikipedia-Heritage
Chùa Đọ,Chùa Đọ,locatedIn,Hưng Yên,Hưng Yên,,,,,,,"Đông Sơn, Đông Hưng; Lịch sử văn hóa; vùng Đồng bằng sông Hồng (trừ Hà Nội)",Wikipedia-Heritage
"Đình, Nghè Cổ Dũng","Đình, Nghè Cổ Dũng",locatedIn,Hưng Yên,Hưng Yên,,,,,,,"Đông La, Đông Hưng; Lịch sử văn hóa; vùng Đồng bằng sông Hồng (trừ Hà Nội)",Wikipedia-Heritage
"Đình, Chùa, Lăng Thượng Liệt","Đình, Chùa, Lăng Thượng Liệt",locatedIn,Hưng Yên,Hưng Yên,,,,,,,"Đông Tân, Đông Hưng; Lịch sử văn hóa; vùng Đồng bằng sông Hồng (trừ Hà Nội)",Wikipedia-Heritage
Đình Lưu,Đình Lưu,locatedIn,Hưng Yên,Hưng Yên,,,,,,,"Đông Phương, Đông Hưng; Lịch sử văn hóa; vùng Đồng bằng sông Hồng (trừ Hà Nội)",Wikipedia-Heritage
Đào Vũ Thường,Đào Vũ Thường,locatedIn,Hưng Yên,Hưng Yên,,,,,,,"Đông Quang, Đông Hưng; Lịch sử văn hóa; vùng Đồng bằng sông Hồng (trừ Hà Nội)",Wikipedia-Heritage
Phạm Huy Quang,Phạm Huy Quang,locatedIn,Hưng Yên,Hưng Yên,1993,1993,,,,,"Đông Sơn, Đông Hưng; Lịch sử văn hóa; vùng Đồng bằng sông Hồng (trừ Hà Nội)",Wikipedia-Heritage
"Đình, Chùa, Miếu Bình Cách","Đình, Chùa, Miếu Bình Cách",locatedIn,Hưng Yên,Hưng Yên,,,,,,,"Đông Xá, Đông Hưng; Lịch sử văn hóa; vùng Đồng bằng sông Hồng (trừ Hà Nội)",Wikipedia-Heritage
"Làng Kháng chiến Nguyên Xá, Nghĩa trang liệt sĩ Đông Hưng","Làng Kháng chiến Nguyên Xá, Nghĩa trang liệt sĩ Đông Hưng",locatedIn,Hưng Yên,Hưng Yên,,,,,,,"Nguyên Xá, Đông Hưng; Lịch sử văn hóa; vùng Đồng bằng sông Hồng (trừ Hà Nội)",Wikipedia-Heritage
Đỗ Tử Bình,Đỗ Tử Bình,locatedIn,Hưng Yên,Hưng Yên,1999,1999,,,,,"Hồng Việt, Đông Hưng; Lịch sử văn hóa; vùng Đồng bằng sông Hồng (trừ Hà Nội)",Wikipedia-Heritage
Đình Kênh,Đình Kênh,locatedIn,Hưng Yên,Hưng Yên,,,,,,,"Đông Xuân, Đông Hưng; Lịch sử văn hóa; vùng Đồng bằng sông Hồng (trừ Hà Nội)",Wikipedia-Heritage
Đình Lịch Động,Đình Lịch Động,locatedIn,Hưng Yên,Hưng Yên,,,,,,,"Đông Các, Đông Hưng; Lịch sử văn hóa; vùng Đồng bằng sông Hồng (trừ Hà Nội)",Wikipedia-Heritage
Đình Tàu,Đình Tàu,locatedIn,Hưng Yên,Hưng Yên,,,,,,,"Đông Sơn, Đông Hưng; Lịch sử văn hóa; vùng Đồng bằng sông Hồng (trừ Hà Nội)",Wikipedia-Heritage
Lương Quy Chính,Lương Quy Chính,locatedIn,Hưng Yên,Hưng Yên,,,,,,,"Hồng Việt, Đông Hưng; Lịch sử văn hóa; vùng Đồng bằng sông Hồng (trừ Hà Nội)",Wikipedia-Heritage
Chùa Cần Tu,Chùa Cần Tu,locatedIn,Hưng Yên,Hưng Yên,,,,,,,"Đông Dương, Đông Hưng; Lịch sử văn hóa; vùng Đồng bằng sông Hồng (trừ Hà Nội)",Wikipedia-Heritage
Lê Quý Đôn,Lê Quý Đôn,locatedIn,Hưng Yên,Hưng Yên,,,,,,,"Độc Lập, Hưng Hà; Lịch sử văn hóa; vùng Đồng bằng sông Hồng (trừ Hà Nội)",Wikipedia-Heritage
Bùi Sỹ Tiêm,Bùi Sỹ Tiêm,locatedIn,Hưng Yên,Hưng Yên,,,,,,,"Đông Kinh, Đông Hưng; Lịch sử văn hóa; vùng Đồng bằng sông Hồng (trừ Hà Nội)",Wikipedia-Heritage
Đền Tiên La,Đền Tiên La,locatedIn,Hưng Yên,Hưng Yên,,,,,,,"Đoan Hùng, Hưng Hà; Lịch sử văn hóa; vùng Đồng bằng sông Hồng (trừ Hà Nội)",Wikipedia-Heritage
"Đền Buộm, Đền Rẫy, Nhà thờ Tiên Tiến","Đền Buộm, Đền Rẫy, Nhà thờ Tiên Tiến",locatedIn,Hưng Yên,Hưng Yên,,,,,,,"Tân Tiến, Hưng Hà; Lịch sử văn hóa; vùng Đồng bằng sông Hồng (trừ Hà Nội)",Wikipedia-Heritage
"Đền Lưu Xá, Chùa Báo Quốc","Đền Lưu Xá, Chùa Báo Quốc",locatedIn,Hưng Yên,Hưng Yên,,,,,,,"Canh Tân, Hưng Hà; Lịch sử văn hóa; vùng Đồng bằng sông Hồng (trừ Hà Nội)",Wikipedia-Heritage
Đền Trần (Thái Bình),Đền Trần (Thái Bình),locatedIn,Hưng Yên,Hưng Yên,2014,2014,,,,,"Tiến Đức, Hưng Hà; Lịch sử văn hóa; vùng Đồng bằng sông Hồng (trừ Hà Nội)",Wikipedia-Heritage
Phạm Đôn Lễ,Phạm Đôn Lễ,locatedIn,Hưng Yên,Hưng Yên,,,,,,,"Tân Lễ, Hưng Hà; Lịch sử văn hóa; vùng Đồng bằng sông Hồng (trừ Hà Nội)",Wikipedia-Heritage
Trần Thủ Độ,Trần Thủ Độ,locatedIn,Hưng Yên,Hưng Yên,,,,,,,"Liên Hiệp, Hưng Hà; Lịch sử văn hóa; vùng Đồng bằng sông Hồng (trừ Hà Nội)",Wikipedia-Heritage
"Đình, Miếu, Chùa Diệc","Đình, Miếu, Chùa Diệc",locatedIn,Hưng Yên,Hưng Yên,,,,,,,"Tân Hòa, Hưng Hà; Lịch sử văn hóa; vùng Đồng bằng sông Hồng (trừ Hà Nội)",Wikipedia-Heritage
Đình Khả,Đình Khả,locatedIn,Hưng Yên,Hưng Yên,,,,,,,"Duyên Hải, Hưng Hà; Lịch sử văn hóa; vùng Đồng bằng sông Hồng (trừ Hà Nội)",Wikipedia-Heritage
"Đình, Chùa Hú","Đình, Chùa Hú",locatedIn,Hưng Yên,Hưng Yên,,,,,,,"Hòa Tiến, Hưng Hà; Lịch sử văn hóa; vùng Đồng bằng sông Hồng (trừ Hà Nội)",Wikipedia-Heritage
Nguyễn Tông Quai,Nguyễn Tông Quai,locatedIn,Hưng Yên,Hưng Yên,,,,,,,"Hòa Tiến, Hưng Hà; Lịch sử văn hóa; vùng Đồng bằng sông Hồng (trừ Hà Nội)",Wikipedia-Heritage
"Đình, Đền Cổ Trai","Đình, Đền Cổ Trai",locatedIn,Hưng Yên,Hưng Yên,,,,,,,"Hồng Minh, Hưng Hà; Lịch sử văn hóa; vùng Đồng bằng sông Hồng (trừ Hà Nội)",Wikipedia-Heritage
Đình Ngừ,Đình Ngừ,locatedIn,Hưng Yên,Hưng Yên,,,,,,,"Liên Hiệp, Hưng Hà; Lịch sử văn hóa; vùng Đồng bằng sông Hồng (trừ Hà Nội)",Wikipedia-Heritage
Đình Thọ Phú,Đình Thọ Phú,locatedIn,Hưng Yên,Hưng Yên,2006,2006,,,,,"Hồng Minh, Hưng Hà; Lịch sử văn hóa; vùng Đồng bằng sông Hồng (trừ Hà Nội)",Wikipedia-Heritage
Đình Xuân Lôi,Đình Xuân Lôi,locatedIn,Hưng Yên,Hưng Yên,,,,,,,"Hồng Minh, Hưng Hà; Lịch sử văn hóa; vùng Đồng bằng sông Hồng (trừ Hà Nội)",Wikipedia-Heritage
"Đình, Đền Thanh Lãng","Đình, Đền Thanh Lãng",locatedIn,Hưng Yên,Hưng Yên,,,,,,,"Minh Hòa, Hưng Hà; Lịch sử văn hóa; vùng Đồng bằng sông Hồng (trừ Hà Nội)",Wikipedia-Heritage
Nguyễn Mậu Kiến,Nguyễn Mậu Kiến,locatedIn,Hưng Yên,Hưng Yên,,,,,,,"Vũ Trung, Kiến Xương; Lịch sử văn hóa; vùng Đồng bằng sông Hồng (trừ Hà Nội)",Wikipedia-Heritage
Đình Lai Vi,Đình Lai Vi,locatedIn,Hưng Yên,Hưng Yên,,,,,,,"Quang Minh, Kiến Xương; Lịch sử văn hóa; vùng Đồng bằng sông Hồng (trừ Hà Nội)",Wikipedia-Heritage
"Đền Mộ Đạo, Đền Cả","Đền Mộ Đạo, Đền Cả",locatedIn,Hưng Yên,Hưng Yên,,,,,,,"Vũ Bình, Kiến Xương; Lịch sử văn hóa; vùng Đồng bằng sông Hồng (trừ Hà Nội)",Wikipedia-Heritage
Nhà thờ Tứ Quận Công và Văn thân Nguyễn Năng Thế,Nhà thờ Tứ Quận Công và Văn thân Nguyễn Năng Thế,locatedIn,Hưng Yên,Hưng Yên,,,,,,,"Vũ Trung, Kiến Xương; Lịch sử văn hóa; vùng Đồng bằng sông Hồng (trừ Hà Nội)",Wikipedia-Heritage
Đình Thượng Phúc,Đình Thượng Phúc,locatedIn,Hưng Yên,Hưng Yên,,,,,,,"Quang Trung, Kiến Xương; Lịch sử văn hóa; vùng Đồng bằng sông Hồng (trừ Hà Nội)",Wikipedia-Heritage
"Đình Luật Nội, Đình Luật Ngoại","Đình Luật Nội, Đình Luật Ngoại",locatedIn,Hưng Yên,Hưng Yên,,,,,,,"Quang Lịch, Kiến Xương; Lịch sử văn hóa; vùng Đồng bằng sông Hồng (trừ Hà Nội)",Wikipedia-Heritage
Đền Đông Sàn,Đền Đông Sàn,locatedIn,Hưng Yên,Hưng Yên,,,,,,,"Hồng Thái, Kiến Xương; Lịch sử văn hóa; vùng Đồng bằng sông Hồng (trừ Hà Nội)",Wikipedia-Heritage
Cơ sỏ Xứ ủy Bắc Kỳ,Cơ sỏ Xứ ủy Bắc Kỳ,locatedIn,Hưng Yên,Hưng Yên,,,,,,,"Đình Phùng, Kiến Xương; Lịch sử văn hóa; vùng Đồng bằng sông Hồng (trừ Hà Nội)",Wikipedia-Heritage
Chùa Lãng Đông,Chùa Lãng Đông,locatedIn,Hưng Yên,Hưng Yên,,,,,,,"Trà Giang, Kiến Xương; Lịch sử văn hóa; vùng Đồng bằng sông Hồng (trừ Hà Nội)",Wikipedia-Heritage
Đình Cả,Đình Cả,locatedIn,Hưng Yên,Hưng Yên,,,,,,,"Vũ Trung, Kiến Xương; Lịch sử văn hóa; vùng Đồng bằng sông Hồng (trừ Hà Nội)",Wikipedia-Heritage
Đền Tổ,Đền Tổ,locatedIn,Hưng Yên,Hưng Yên,,,,,,,"Hồng Thái, Kiến Xương; Lịch sử văn hóa; vùng Đồng bằng sông Hồng (trừ Hà Nội)",Wikipedia-Heritage
Đình Lại Trì,Đình Lại Trì,locatedIn,Hưng Yên,Hưng Yên,2011,2011,,,,,"Tây Sơn, Kiến Xương; Lịch sử văn hóa; vùng Đồng bằng sông Hồng (trừ Hà Nội)",Wikipedia-Heritage
Chùa Am,Chùa Am,locatedIn,Hưng Yên,Hưng Yên,,,,,,,"Quang Bình, Kiến Xương; Lịch sử văn hóa; vùng Đồng bằng sông Hồng (trừ Hà Nội)",Wikipedia-Heritage
Đình Son,Đình Son,locatedIn,Hưng Yên,Hưng Yên,,,,,,,"Minh Quang, Kiến Xương; Lịch sử văn hóa; vùng Đồng bằng sông Hồng (trừ Hà Nội)",Wikipedia-Heritage
Miếu Trà Đoài,Miếu Trà Đoài,locatedIn,Hưng Yên,Hưng Yên,2017,2017,,,,,Kiến Xương; Lịch sử văn hóa; vùng Đồng bằng sông Hồng (trừ Hà Nội),Wikipedia-Heritage
Đền Đồng Bằng,Đền Đồng Bằng,locatedIn,Hưng Yên,Hưng Yên,,,,,,,"An Lễ, Quỳnh Phụ; Lịch sử văn hóa; vùng Đồng bằng sông Hồng (trừ Hà Nội)",Wikipedia-Heritage
